"NOMBRE_CAMPO","NEMONICO","TIPO","LONGITUD","RANGO_CLAVES"
"Discriminación por otros rasgos físicos","P7_46_03","Numérico","1","2
"
"Discriminación por otros rasgos físicos","P7_46_03","Numérico","1","3
"
"Discriminación por otros rasgos físicos","P7_46_03","Numérico","1","8
"
"Discriminación por otros rasgos físicos","P7_46_03","Numérico","1","9
"
"Discriminación por alguna enfermedad","P7_46_04","Numérico","1","1
"
"Discriminación por alguna enfermedad","P7_46_04","Numérico","1","2
"
"Discriminación por alguna enfermedad","P7_46_04","Numérico","1","3
"
"Discriminación por alguna enfermedad","P7_46_04","Numérico","1","8
"
"Discriminación por alguna enfermedad","P7_46_04","Numérico","1","9
"
"Discriminación por alguna discapacidad","P7_46_05","Numérico","1","1
"
"Discriminación por alguna discapacidad","P7_46_05","Numérico","1","2
"
"Discriminación por alguna discapacidad","P7_46_05","Numérico","1","3
"
"Discriminación por alguna discapacidad","P7_46_05","Numérico","1","8
"
"Discriminación por alguna discapacidad","P7_46_05","Numérico","1","9
"
"Discriminación por su lengua o idioma","P7_46_06","Numérico","1","1
"
"Discriminación por su lengua o idioma","P7_46_06","Numérico","1","2
"
"Discriminación por su lengua o idioma","P7_46_06","Numérico","1","3
"
"Discriminación por su lengua o idioma","P7_46_06","Numérico","1","8
"
"Discriminación por su lengua o idioma","P7_46_06","Numérico","1","9
"
"Discriminación por su pertenencia a un grupo étnico","P7_46_07","Numérico","1","1
"
"Discriminación por su pertenencia a un grupo étnico","P7_46_07","Numérico","1","2
"
"Discriminación por su pertenencia a un grupo étnico","P7_46_07","Numérico","1","3
"
"Discriminación por su pertenencia a un grupo étnico","P7_46_07","Numérico","1","8
"
"Discriminación por su pertenencia a un grupo étnico","P7_46_07","Numérico","1","9
"
"Discriminación por su preferencia sexual","P7_46_08","Numérico","1","1
"
"Discriminación por su preferencia sexual","P7_46_08","Numérico","1","2
"
"Discriminación por su preferencia sexual","P7_46_08","Numérico","1","3
"
"Discriminación por su preferencia sexual","P7_46_08","Numérico","1","8
"
"Discriminación por su preferencia sexual","P7_46_08","Numérico","1","9
"
"Discriminación por su identidad de género","P7_46_09","Numérico","1","1
"
"Discriminación por su identidad de género","P7_46_09","Numérico","1","2
"
"Discriminación por su identidad de género","P7_46_09","Numérico","1","3
"
"Discriminación por su identidad de género","P7_46_09","Numérico","1","8
"
"Discriminación por su identidad de género","P7_46_09","Numérico","1","9
"
"Discriminación por su religión","P7_46_10","Numérico","1","1
"
"Discriminación por su religión","P7_46_10","Numérico","1","2
"
"Discriminación por su religión","P7_46_10","Numérico","1","3
"
"Discriminación por su religión","P7_46_10","Numérico","1","8
"
"Discriminación por su religión","P7_46_10","Numérico","1","9
"
"Discriminación por su situación económica","P7_46_11","Numérico","1","1
"
"Discriminación por su situación económica","P7_46_11","Numérico","1","2
"
"Discriminación por su situación económica","P7_46_11","Numérico","1","3
"
"Discriminación por su situación económica","P7_46_11","Numérico","1","8
"
"Discriminación por su situación económica","P7_46_11","Numérico","1","9
"
"Discriminación por el tipo de delito del que se le acusa","P7_46_12","Numérico","1","1
"
"Discriminación por el tipo de delito del que se le acusa","P7_46_12","Numérico","1","2
"
"Discriminación por el tipo de delito del que se le acusa","P7_46_12","Numérico","1","3
"
"Discriminación por el tipo de delito del que se le acusa","P7_46_12","Numérico","1","8
"
"Discriminación por el tipo de delito del que se le acusa","P7_46_12","Numérico","1","9
"
"Discriminación por haber pertenecido a las fuerzas policiales o de seguridad nacional","P7_46_13","Numérico","1","1
"
"Discriminación por haber pertenecido a las fuerzas policiales o de seguridad nacional","P7_46_13","Numérico","1","2
"
"Discriminación por haber pertenecido a las fuerzas policiales o de seguridad nacional","P7_46_13","Numérico","1","3
"
"Discriminación por haber pertenecido a las fuerzas policiales o de seguridad nacional","P7_46_13","Numérico","1","8
"
"Discriminación por haber pertenecido a las fuerzas policiales o de seguridad nacional","P7_46_13","Numérico","1","9
"
"Discriminación por otro motivo","P7_46_14","Numérico","1","1
"
"Discriminación por otro motivo","P7_46_14","Numérico","1","2
"
"Discriminación por otro motivo","P7_46_14","Numérico","1","3
"
"Discriminación por otro motivo","P7_46_14","Numérico","1","8
"
"Discriminación por otro motivo","P7_46_14","Numérico","1","9
"
"Personas que lo han discriminado: Internos(as)","P7_47_1","Numérico","1","0
"
"Personas que lo han discriminado: Internos(as)","P7_47_1","Numérico","1","1
"
"Personas que lo han discriminado: Custodios(as)","P7_47_2","Numérico","1","0
"
"Personas que lo han discriminado: Custodios(as)","P7_47_2","Numérico","1","1
"
"Personas que lo han discriminado: Personal técnico penitenciario","P7_47_3","Numérico","1","0
"
"Personas que lo han discriminado: Personal técnico penitenciario","P7_47_3","Numérico","1","1
"
"Personas que lo han discriminado: Otro","P7_47_4","Numérico","1","0
"
"Personas que lo han discriminado: Otro","P7_47_4","Numérico","1","1
"
"Personas que lo han discriminado: No sabe","P7_47_8","Numérico","1","0
"
"Personas que lo han discriminado: No sabe","P7_47_8","Numérico","1","1
"
"Personas que lo han discriminado: No responde","P7_47_9","Numérico","1","0
"
"Personas que lo han discriminado: No responde","P7_47_9","Numérico","1","1
"
"Acción de discriminación experimentada: Humillaciones u ofensas (burlas)","P7_48_01","Numérico","1","0
"
"Acción de discriminación experimentada: Humillaciones u ofensas (burlas)","P7_48_01","Numérico","1","1
"
"Acción de discriminación experimentada: Amenazas (de muerte, con armas blancas o de fuego, etc.)","P7_48_02","Numérico","1","0
"
"Acción de discriminación experimentada: Amenazas (de muerte, con armas blancas o de fuego, etc.)","P7_48_02","Numérico","1","1
"
"Acción de discriminación experimentada: Empujones, patadas o golpes con las manos (abiertas o cerradas)","P7_48_03","Numérico","1","0
"
"Acción de discriminación experimentada: Empujones, patadas o golpes con las manos (abiertas o cerradas)","P7_48_03","Numérico","1","1
"
"Acción de discriminación experimentada: Robos","P7_48_04","Numérico","1","0
"
"Acción de discriminación experimentada: Robos","P7_48_04","Numérico","1","1
"
"Acción de discriminación experimentada: Daños a su ropa y objetos personales","P7_48_05","Numérico","1","0
"
"Acción de discriminación experimentada: Daños a su ropa y objetos personales","P7_48_05","Numérico","1","1
"
"Acción de discriminación experimentada: Golpes con objetos contundentes","P7_48_06","Numérico","1","0
"
"Acción de discriminación experimentada: Golpes con objetos contundentes","P7_48_06","Numérico","1","1
"
"Acción de discriminación experimentada: Castigos o aislamiento","P7_48_07","Numérico","1","0
"
"Acción de discriminación experimentada: Castigos o aislamiento","P7_48_07","Numérico","1","1
"
"Acción de discriminación experimentada: Ser ignorado","P7_48_08","Numérico","1","0
"
"Acción de discriminación experimentada: Ser ignorado","P7_48_08","Numérico","1","1
"
"Acción de discriminación experimentada: Negar o limitar el acceso a un bien o servicio","P7_48_09","Numérico","1","0
"
"Acción de discriminación experimentada: Negar o limitar el acceso a un bien o servicio","P7_48_09","Numérico","1","1
"
"Acción de discriminación experimentada: Negar o limitar la participación en alguna actividad","P7_48_10","Numérico","1","0
"
"Acción de discriminación experimentada: Negar o limitar la participación en alguna actividad","P7_48_10","Numérico","1","1
"
"Acción de discriminación experimentada: Otra","P7_48_11","Numérico","1","0
"
"Acción de discriminación experimentada: Otra","P7_48_11","Numérico","1","1
"
"Acción de discriminación experimentada: No sabe","P7_48_98","Numérico","1","0
"
"Acción de discriminación experimentada: No sabe","P7_48_98","Numérico","1","1
"
"Acción de discriminación experimentada: No responde","P7_48_99","Numérico","1","0
"
"Acción de discriminación experimentada: No responde","P7_48_99","Numérico","1","1
"
"Sanciones disciplinarias recibidas: Amonestación verbal","P7_49_01","Numérico","1","1
"
"Sanciones disciplinarias recibidas: Amonestación verbal","P7_49_01","Numérico","1","2
"
"Sanciones disciplinarias recibidas: Amonestación verbal","P7_49_01","Numérico","1","8
"
"Sanciones disciplinarias recibidas: Amonestación verbal","P7_49_01","Numérico","1","9
"
"Sanciones disciplinarias recibidas: Pérdida de beneficios alcanzados","P7_49_02","Numérico","1","1
"
"Sanciones disciplinarias recibidas: Pérdida de beneficios alcanzados","P7_49_02","Numérico","1","2
"
"Sanciones disciplinarias recibidas: Pérdida de beneficios alcanzados","P7_49_02","Numérico","1","8
"
"Sanciones disciplinarias recibidas: Pérdida de beneficios alcanzados","P7_49_02","Numérico","1","9
"
"Sanciones disciplinarias recibidas: Restricción de entretenimiento","P7_49_03","Numérico","1","1
"
"Sanciones disciplinarias recibidas: Restricción de entretenimiento","P7_49_03","Numérico","1","2
"
"Sanciones disciplinarias recibidas: Restricción de entretenimiento","P7_49_03","Numérico","1","8
"
"Sanciones disciplinarias recibidas: Restricción de entretenimiento","P7_49_03","Numérico","1","9
"
"Sanciones disciplinarias recibidas: Traslado a otra área del centro","P7_49_04","Numérico","1","1
"
"Sanciones disciplinarias recibidas: Traslado a otra área del centro","P7_49_04","Numérico","1","2
"
"Sanciones disciplinarias recibidas: Traslado a otra área del centro","P7_49_04","Numérico","1","8
"
"Sanciones disciplinarias recibidas: Traslado a otra área del centro","P7_49_04","Numérico","1","9
"
"Sanciones disciplinarias recibidas: Suspensión de visitas familiares o conyugales","P7_49_05","Numérico","1","1
"
"Sanciones disciplinarias recibidas: Suspensión de visitas familiares o conyugales","P7_49_05","Numérico","1","2
"
"Sanciones disciplinarias recibidas: Suspensión de visitas familiares o conyugales","P7_49_05","Numérico","1","8
"
"Sanciones disciplinarias recibidas: Suspensión de visitas familiares o conyugales","P7_49_05","Numérico","1","9
"
"Sanciones disciplinarias recibidas: Pérdida del trabajo","P7_49_06","Numérico","1","1
"
"Sanciones disciplinarias recibidas: Pérdida del trabajo","P7_49_06","Numérico","1","2
"
"Sanciones disciplinarias recibidas: Pérdida del trabajo","P7_49_06","Numérico","1","8
"
"Sanciones disciplinarias recibidas: Pérdida del trabajo","P7_49_06","Numérico","1","9
"
"Sanciones disciplinarias recibidas: Aislamiento por más de 15 días","P7_49_07","Numérico","1","1
"
"Sanciones disciplinarias recibidas: Aislamiento por más de 15 días","P7_49_07","Numérico","1","2
"
"Sanciones disciplinarias recibidas: Aislamiento por más de 15 días","P7_49_07","Numérico","1","8
"
"Sanciones disciplinarias recibidas: Aislamiento por más de 15 días","P7_49_07","Numérico","1","9
"
"Sanciones disciplinarias recibidas: aislamiento en una celda oscura o siempre iluminada","P7_49_08","Numérico","1","1
"
"Sanciones disciplinarias recibidas: aislamiento en una celda oscura o siempre iluminada","P7_49_08","Numérico","1","2
"
"Sanciones disciplinarias recibidas: aislamiento en una celda oscura o siempre iluminada","P7_49_08","Numérico","1","8
"
"Sanciones disciplinarias recibidas: aislamiento en una celda oscura o siempre iluminada","P7_49_08","Numérico","1","9
"
"Sanciones disciplinarias recibidas: golpes u otras agresiones físicas","P7_49_09","Numérico","1","1
"
"Sanciones disciplinarias recibidas: golpes u otras agresiones físicas","P7_49_09","Numérico","1","2
"
"Sanciones disciplinarias recibidas: golpes u otras agresiones físicas","P7_49_09","Numérico","1","8
"
"Sanciones disciplinarias recibidas: golpes u otras agresiones físicas","P7_49_09","Numérico","1","9
"
"Sanciones disciplinarias recibidas: Restricción de alimentos o de agua potable","P7_49_10","Numérico","1","1
"
"Sanciones disciplinarias recibidas: Restricción de alimentos o de agua potable","P7_49_10","Numérico","1","2
"
"Sanciones disciplinarias recibidas: Restricción de alimentos o de agua potable","P7_49_10","Numérico","1","8
"
"Sanciones disciplinarias recibidas: Restricción de alimentos o de agua potable","P7_49_10","Numérico","1","9
"
"Sanciones disciplinarias recibidas: Interrupción constante del sueño o no lo dejaron dormir","P7_49_11","Numérico","1","1
"
"Sanciones disciplinarias recibidas: Interrupción constante del sueño o no lo dejaron dormir","P7_49_11","Numérico","1","2
"
"Sanciones disciplinarias recibidas: Interrupción constante del sueño o no lo dejaron dormir","P7_49_11","Numérico","1","8
"
"Sanciones disciplinarias recibidas: Interrupción constante del sueño o no lo dejaron dormir","P7_49_11","Numérico","1","9
"
"Sanciones disciplinarias recibidas: Otro","P7_49_12","Numérico","1","1
"
"Sanciones disciplinarias recibidas: Otro","P7_49_12","Numérico","1","2
"
"Sanciones disciplinarias recibidas: Otro","P7_49_12","Numérico","1","8
"
"Sanciones disciplinarias recibidas: Otro","P7_49_12","Numérico","1","9
"
"Condición de haber sido trasladado de otro centro","P7_50","Numérico","1","1
"
"Condición de haber sido trasladado de otro centro","P7_50","Numérico","1","2
"
"Condición de haber sido trasladado de otro centro","P7_50","Numérico","1","8
"
"Condición de haber sido trasladado de otro centro","P7_50","Numérico","1","9
"
"Condición sobre el traslado de otro centro: Dar consentimiento","P7_51_1","Numérico","1","1
"
"Condición sobre el traslado de otro centro: Dar consentimiento","P7_51_1","Numérico","1","2
"
"Condición sobre el traslado de otro centro: Dar consentimiento","P7_51_1","Numérico","1","8
"
"Condición sobre el traslado de otro centro: Dar consentimiento","P7_51_1","Numérico","1","9
"
"Condición sobre el traslado de otro centro: Autorización por parte del juez en una audiencia","P7_51_2","Numérico","1","1
"
"Condición sobre el traslado de otro centro: Autorización por parte del juez en una audiencia","P7_51_2","Numérico","1","2
"
"Condición sobre el traslado de otro centro: Autorización por parte del juez en una audiencia","P7_51_2","Numérico","1","8
"
"Condición sobre el traslado de otro centro: Autorización por parte del juez en una audiencia","P7_51_2","Numérico","1","9
"
"Condición sobre el traslado de otro centro: Traslado porque se encontraba en peligro","P7_51_3","Numérico","1","1
"
"Condición sobre el traslado de otro centro: Traslado porque se encontraba en peligro","P7_51_3","Numérico","1","2
"
"Condición sobre el traslado de otro centro: Traslado porque se encontraba en peligro","P7_51_3","Numérico","1","8
"
"Condición sobre el traslado de otro centro: Traslado porque se encontraba en peligro","P7_51_3","Numérico","1","9
"
"Condición sobre el traslado de otro centro: Traslado porque en el centro anterior hubo problemas con organización de internos(as)","P7_51_4","Numérico","1","1
"
"Condición sobre el traslado de otro centro: Traslado porque en el centro anterior hubo problemas con organización de internos(as)","P7_51_4","Numérico","1","2
"
"Condición sobre el traslado de otro centro: Traslado porque en el centro anterior hubo problemas con organización de internos(as)","P7_51_4","Numérico","1","8
"
"Condición sobre el traslado de otro centro: Traslado porque en el centro anterior hubo problemas con organización de internos(as)","P7_51_4","Numérico","1","9
"
"Condición sobre el traslado de otro centro: Tuvo que pagar por el traslado","P7_51_5","Numérico","1","1
"
"Condición sobre el traslado de otro centro: Tuvo que pagar por el traslado","P7_51_5","Numérico","1","2
"
"Condición sobre el traslado de otro centro: Tuvo que pagar por el traslado","P7_51_5","Numérico","1","8
"
"Condición sobre el traslado de otro centro: Tuvo que pagar por el traslado","P7_51_5","Numérico","1","9
"
"Estrato de Diseño Muestral","EST_DIS","Numérico","6","0101.1…3204.2
"
"Factor de Persona","FAC_PER","Numérico","16","1.00000…24.13333
"
"Factor de corrección por población finita","FPC","Numérico","18","0.03393665…1.00000000
"
